n, binary, revolving, gaussian, color
1, [1], [(1+0j)], (4.9999999999999994e+29-4.9999999999999994e+29j), blue
1, [1], [(0.80902+0.58779j)], (6.984049999999999e+29-1.1061499999999999e+29j), red
1, [1], [(0.30902+0.95106j)], (6.3004e+29+3.210199999999999e+29j), green
1, [1], [(-0.30902+0.95106j)], (3.210199999999999e+29+6.3004e+29j), orange
1, [1], [(-0.80902+0.58779j)], (-1.1061499999999999e+29+6.984049999999999e+29j), black
1, [1], [(-1+0j)], (-4.9999999999999994e+29+4.9999999999999994e+29j), purple
1, [1], [(-0.80902-0.58779j)], (-6.984049999999999e+29+1.1061499999999999e+29j), cyan
1, [1], [(-0.30902-0.95106j)], (-6.3004e+29-3.210199999999999e+29j), magenta
1, [1], [(0.30902-0.95106j)], (-3.210199999999999e+29-6.3004e+29j), yellow
1, [1], [(0.80902-0.58779j)], (1.1061499999999999e+29-6.984049999999999e+29j), brown
2, [0, 1], [0, (1+0j)], -5e+59j, blue
2, [0, 1], [0, (0.80902+0.58779j)], (2.93895e+59-4.0451e+59j), red
2, [0, 1], [0, (0.30902+0.95106j)], (4.7553e+59-1.5451e+59j), green
2, [0, 1], [0, (-0.30902+0.95106j)], (4.7553e+59+1.5451e+59j), orange
2, [0, 1], [0, (-0.80902+0.58779j)], (2.93895e+59+4.0451e+59j), black
2, [0, 1], [0, (-1+0j)], 5e+59j, purple
2, [0, 1], [0, (-0.80902-0.58779j)], (-2.93895e+59+4.0451e+59j), cyan
2, [0, 1], [0, (-0.30902-0.95106j)], (-4.7553e+59+1.5451e+59j), magenta
2, [0, 1], [0, (0.30902-0.95106j)], (-4.7553e+59-1.5451e+59j), yellow
2, [0, 1], [0, (0.80902-0.58779j)], (-2.93895e+59-4.0451e+59j), brown
3, [1, 1], [(1+0j), (0.80902+0.58779j)], (2.93895e+59-4.0451e+59j), blue
3, [1, 1], [(0.80902+0.58779j), (0.30902+0.95106j)], (4.7553e+59-1.5451e+59j), red
3, [1, 1], [(0.30902+0.95106j), (-0.30902+0.95106j)], (4.7553e+59+1.5451e+59j), green
3, [1, 1], [(-0.30902+0.95106j), (-0.80902+0.58779j)], (2.93895e+59+4.0451e+59j), orange
3, [1, 1], [(-0.80902+0.58779j), (-1+0j)], (-1.1061499999999999e+29+5e+59j), black
3, [1, 1], [(-1+0j), (-0.80902-0.58779j)], (-2.93895e+59+4.0451e+59j), purple
3, [1, 1], [(-0.80902-0.58779j), (-0.30902-0.95106j)], (-4.7553e+59+1.5451e+59j), cyan
3, [1, 1], [(-0.30902-0.95106j), (0.30902-0.95106j)], (-4.7553e+59-1.5451e+59j), magenta
3, [1, 1], [(0.30902-0.95106j), (0.80902-0.58779j)], (-2.93895e+59-4.0451e+59j), yellow
3, [1, 1], [(0.80902-0.58779j), (1+0j)], (1.1061499999999999e+29-5e+59j), brown
4, [0, 0, 1], [0, 0, (1+0j)], (-2.4999999999999994e+89-2.4999999999999994e+89j), blue
4, [0, 0, 1], [0, 0, (0.80902+0.58779j)], (-5.530749999999997e+88-3.4920249999999993e+89j), red
4, [0, 0, 1], [0, 0, (0.30902+0.95106j)], (1.6050999999999996e+89-3.150199999999999e+89j), green
4, [0, 0, 1], [0, 0, (-0.30902+0.95106j)], (3.150199999999999e+89-1.6050999999999996e+89j), orange
4, [0, 0, 1], [0, 0, (-0.80902+0.58779j)], (3.4920249999999993e+89+5.530749999999997e+88j), black
4, [0, 0, 1], [0, 0, (-1+0j)], (2.4999999999999994e+89+2.4999999999999994e+89j), purple
4, [0, 0, 1], [0, 0, (-0.80902-0.58779j)], (5.530749999999997e+88+3.4920249999999993e+89j), cyan
4, [0, 0, 1], [0, 0, (-0.30902-0.95106j)], (-1.6050999999999996e+89+3.150199999999999e+89j), magenta
4, [0, 0, 1], [0, 0, (0.30902-0.95106j)], (-3.150199999999999e+89+1.6050999999999996e+89j), yellow
4, [0, 0, 1], [0, 0, (0.80902-0.58779j)], (-3.4920249999999993e+89-5.530749999999997e+88j), brown
5, [1, 0, 1], [(1+0j), 0, (0.80902+0.58779j)], (-5.530749999999997e+88-3.4920249999999993e+89j), blue
5, [1, 0, 1], [(0.80902+0.58779j), 0, (0.30902+0.95106j)], (1.6050999999999996e+89-3.150199999999999e+89j), red
5, [1, 0, 1], [(0.30902+0.95106j), 0, (-0.30902+0.95106j)], (3.150199999999999e+89-1.6050999999999996e+89j), green
5, [1, 0, 1], [(-0.30902+0.95106j), 0, (-0.80902+0.58779j)], (3.4920249999999993e+89+5.530749999999997e+88j), orange
5, [1, 0, 1], [(-0.80902+0.58779j), 0, (-1+0j)], (2.4999999999999994e+89+2.4999999999999994e+89j), black
5, [1, 0, 1], [(-1+0j), 0, (-0.80902-0.58779j)], (5.530749999999997e+88+3.4920249999999993e+89j), purple
5, [1, 0, 1], [(-0.80902-0.58779j), 0, (-0.30902-0.95106j)], (-1.6050999999999996e+89+3.150199999999999e+89j), cyan
5, [1, 0, 1], [(-0.30902-0.95106j), 0, (0.30902-0.95106j)], (-3.150199999999999e+89+1.6050999999999996e+89j), magenta
5, [1, 0, 1], [(0.30902-0.95106j), 0, (0.80902-0.58779j)], (-3.4920249999999993e+89-5.530749999999997e+88j), yellow
5, [1, 0, 1], [(0.80902-0.58779j), 0, (1+0j)], (-2.4999999999999994e+89-2.4999999999999994e+89j), brown
6, [0, 1, 1], [0, (1+0j), (0.80902+0.58779j)], (-5.530749999999997e+88-3.4920249999999993e+89j), blue
6, [0, 1, 1], [0, (0.80902+0.58779j), (0.30902+0.95106j)], (1.6050999999999996e+89-3.150199999999999e+89j), red
6, [0, 1, 1], [0, (0.30902+0.95106j), (-0.30902+0.95106j)], (3.150199999999999e+89-1.6050999999999996e+89j), green
6, [0, 1, 1], [0, (-0.30902+0.95106j), (-0.80902+0.58779j)], (3.4920249999999993e+89+5.530749999999997e+88j), orange
6, [0, 1, 1], [0, (-0.80902+0.58779j), (-1+0j)], (2.4999999999999994e+89+2.4999999999999994e+89j), black
6, [0, 1, 1], [0, (-1+0j), (-0.80902-0.58779j)], (5.530749999999997e+88+3.4920249999999993e+89j), purple
6, [0, 1, 1], [0, (-0.80902-0.58779j), (-0.30902-0.95106j)], (-1.6050999999999996e+89+3.150199999999999e+89j), cyan
6, [0, 1, 1], [0, (-0.30902-0.95106j), (0.30902-0.95106j)], (-3.150199999999999e+89+1.6050999999999996e+89j), magenta
6, [0, 1, 1], [0, (0.30902-0.95106j), (0.80902-0.58779j)], (-3.4920249999999993e+89-5.530749999999997e+88j), yellow
6, [0, 1, 1], [0, (0.80902-0.58779j), (1+0j)], (-2.4999999999999994e+89-2.4999999999999994e+89j), brown
7, [1, 1, 1], [(1+0j), (0.80902+0.58779j), (0.30902+0.95106j)], (1.6050999999999996e+89-3.150199999999999e+89j), blue
7, [1, 1, 1], [(0.80902+0.58779j), (0.30902+0.95106j), (-0.30902+0.95106j)], (3.150199999999999e+89-1.6050999999999996e+89j), red
7, [1, 1, 1], [(0.30902+0.95106j), (-0.30902+0.95106j), (-0.80902+0.58779j)], (3.4920249999999993e+89+5.530749999999997e+88j), green
7, [1, 1, 1], [(-0.30902+0.95106j), (-0.80902+0.58779j), (-1+0j)], (2.4999999999999994e+89+2.4999999999999994e+89j), orange
7, [1, 1, 1], [(-0.80902+0.58779j), (-1+0j), (-0.80902-0.58779j)], (5.530749999999997e+88+3.4920249999999993e+89j), black
7, [1, 1, 1], [(-1+0j), (-0.80902-0.58779j), (-0.30902-0.95106j)], (-1.6050999999999996e+89+3.150199999999999e+89j), purple
7, [1, 1, 1], [(-0.80902-0.58779j), (-0.30902-0.95106j), (0.30902-0.95106j)], (-3.150199999999999e+89+1.6050999999999996e+89j), cyan
7, [1, 1, 1], [(-0.30902-0.95106j), (0.30902-0.95106j), (0.80902-0.58779j)], (-3.4920249999999993e+89-5.530749999999997e+88j), magenta
7, [1, 1, 1], [(0.30902-0.95106j), (0.80902-0.58779j), (1+0j)], (-2.4999999999999994e+89-2.4999999999999994e+89j), yellow
7, [1, 1, 1], [(0.80902-0.58779j), (1+0j), (0.80902+0.58779j)], (-5.530749999999997e+88-3.4920249999999993e+89j), brown
8, [0, 0, 0, 1], [0, 0, 0, (1+0j)], (-2.4999999999999996e+119+0j), blue
8, [0, 0, 0, 1], [0, 0, 0, (0.80902+0.58779j)], (-2.0225499999999997e+119-1.4694749999999998e+119j), red
8, [0, 0, 0, 1], [0, 0, 0, (0.30902+0.95106j)], (-7.725499999999999e+118-2.3776499999999997e+119j), green
8, [0, 0, 0, 1], [0, 0, 0, (-0.30902+0.95106j)], (7.725499999999999e+118-2.3776499999999997e+119j), orange
8, [0, 0, 0, 1], [0, 0, 0, (-0.80902+0.58779j)], (2.0225499999999997e+119-1.4694749999999998e+119j), black
8, [0, 0, 0, 1], [0, 0, 0, (-1+0j)], (2.4999999999999996e+119+0j), purple
8, [0, 0, 0, 1], [0, 0, 0, (-0.80902-0.58779j)], (2.0225499999999997e+119+1.4694749999999998e+119j), cyan
8, [0, 0, 0, 1], [0, 0, 0, (-0.30902-0.95106j)], (7.725499999999999e+118+2.3776499999999997e+119j), magenta
8, [0, 0, 0, 1], [0, 0, 0, (0.30902-0.95106j)], (-7.725499999999999e+118+2.3776499999999997e+119j), yellow
8, [0, 0, 0, 1], [0, 0, 0, (0.80902-0.58779j)], (-2.0225499999999997e+119+1.4694749999999998e+119j), brown
9, [1, 0, 0, 1], [(1+0j), 0, 0, (0.80902+0.58779j)], (-2.0225499999999997e+119-1.4694749999999998e+119j), blue
9, [1, 0, 0, 1], [(0.80902+0.58779j), 0, 0, (0.30902+0.95106j)], (-7.725499999999999e+118-2.3776499999999997e+119j), red
9, [1, 0, 0, 1], [(0.30902+0.95106j), 0, 0, (-0.30902+0.95106j)], (7.725499999999999e+118-2.3776499999999997e+119j), green
9, [1, 0, 0, 1], [(-0.30902+0.95106j), 0, 0, (-0.80902+0.58779j)], (2.0225499999999997e+119-1.4694749999999998e+119j), orange
9, [1, 0, 0, 1], [(-0.80902+0.58779j), 0, 0, (-1+0j)], (2.4999999999999996e+119+6.984049999999999e+29j), black
9, [1, 0, 0, 1], [(-1+0j), 0, 0, (-0.80902-0.58779j)], (2.0225499999999997e+119+1.4694749999999998e+119j), purple
9, [1, 0, 0, 1], [(-0.80902-0.58779j), 0, 0, (-0.30902-0.95106j)], (7.725499999999999e+118+2.3776499999999997e+119j), cyan
9, [1, 0, 0, 1], [(-0.30902-0.95106j), 0, 0, (0.30902-0.95106j)], (-7.725499999999999e+118+2.3776499999999997e+119j), magenta
9, [1, 0, 0, 1], [(0.30902-0.95106j), 0, 0, (0.80902-0.58779j)], (-2.0225499999999997e+119+1.4694749999999998e+119j), yellow
9, [1, 0, 0, 1], [(0.80902-0.58779j), 0, 0, (1+0j)], (-2.4999999999999996e+119-6.984049999999999e+29j), brown
10, [0, 1, 0, 1], [0, (1+0j), 0, (0.80902+0.58779j)], (-2.0225499999999997e+119-1.4694749999999998e+119j), blue
10, [0, 1, 0, 1], [0, (0.80902+0.58779j), 0, (0.30902+0.95106j)], (-7.725499999999999e+118-2.3776499999999997e+119j), red
10, [0, 1, 0, 1], [0, (0.30902+0.95106j), 0, (-0.30902+0.95106j)], (7.725499999999999e+118-2.3776499999999997e+119j), green
10, [0, 1, 0, 1], [0, (-0.30902+0.95106j), 0, (-0.80902+0.58779j)], (2.0225499999999997e+119-1.4694749999999998e+119j), orange
10, [0, 1, 0, 1], [0, (-0.80902+0.58779j), 0, (-1+0j)], (2.4999999999999996e+119+4.0451e+59j), black
10, [0, 1, 0, 1], [0, (-1+0j), 0, (-0.80902-0.58779j)], (2.0225499999999997e+119+1.4694749999999998e+119j), purple
10, [0, 1, 0, 1], [0, (-0.80902-0.58779j), 0, (-0.30902-0.95106j)], (7.725499999999999e+118+2.3776499999999997e+119j), cyan
10, [0, 1, 0, 1], [0, (-0.30902-0.95106j), 0, (0.30902-0.95106j)], (-7.725499999999999e+118+2.3776499999999997e+119j), magenta
10, [0, 1, 0, 1], [0, (0.30902-0.95106j), 0, (0.80902-0.58779j)], (-2.0225499999999997e+119+1.4694749999999998e+119j), yellow
10, [0, 1, 0, 1], [0, (0.80902-0.58779j), 0, (1+0j)], (-2.4999999999999996e+119-4.0451e+59j), brown
11, [1, 1, 0, 1], [(1+0j), (0.80902+0.58779j), 0, (0.30902+0.95106j)], (-7.725499999999999e+118-2.3776499999999997e+119j), blue
11, [1, 1, 0, 1], [(0.80902+0.58779j), (0.30902+0.95106j), 0, (-0.30902+0.95106j)], (7.725499999999999e+118-2.3776499999999997e+119j), red
11, [1, 1, 0, 1], [(0.30902+0.95106j), (-0.30902+0.95106j), 0, (-0.80902+0.58779j)], (2.0225499999999997e+119-1.4694749999999998e+119j), green
11, [1, 1, 0, 1], [(-0.30902+0.95106j), (-0.80902+0.58779j), 0, (-1+0j)], (2.4999999999999996e+119+4.0451e+59j), orange
11, [1, 1, 0, 1], [(-0.80902+0.58779j), (-1+0j), 0, (-0.80902-0.58779j)], (2.0225499999999997e+119+1.4694749999999998e+119j), black
11, [1, 1, 0, 1], [(-1+0j), (-0.80902-0.58779j), 0, (-0.30902-0.95106j)], (7.725499999999999e+118+2.3776499999999997e+119j), purple
11, [1, 1, 0, 1], [(-0.80902-0.58779j), (-0.30902-0.95106j), 0, (0.30902-0.95106j)], (-7.725499999999999e+118+2.3776499999999997e+119j), cyan
11, [1, 1, 0, 1], [(-0.30902-0.95106j), (0.30902-0.95106j), 0, (0.80902-0.58779j)], (-2.0225499999999997e+119+1.4694749999999998e+119j), magenta
11, [1, 1, 0, 1], [(0.30902-0.95106j), (0.80902-0.58779j), 0, (1+0j)], (-2.4999999999999996e+119-4.0451e+59j), yellow
11, [1, 1, 0, 1], [(0.80902-0.58779j), (1+0j), 0, (0.80902+0.58779j)], (-2.0225499999999997e+119-1.4694749999999998e+119j), brown
12, [0, 0, 1, 1], [0, 0, (1+0j), (0.80902+0.58779j)], (-2.0225499999999997e+119-1.4694749999999998e+119j), blue
12, [0, 0, 1, 1], [0, 0, (0.80902+0.58779j), (0.30902+0.95106j)], (-7.725499999999999e+118-2.3776499999999997e+119j), red
12, [0, 0, 1, 1], [0, 0, (0.30902+0.95106j), (-0.30902+0.95106j)], (7.725499999999999e+118-2.3776499999999997e+119j), green
12, [0, 0, 1, 1], [0, 0, (-0.30902+0.95106j), (-0.80902+0.58779j)], (2.0225499999999997e+119-1.4694749999999998e+119j), orange
12, [0, 0, 1, 1], [0, 0, (-0.80902+0.58779j), (-1+0j)], (2.4999999999999996e+119+5.530749999999997e+88j), black
12, [0, 0, 1, 1], [0, 0, (-1+0j), (-0.80902-0.58779j)], (2.0225499999999997e+119+1.4694749999999998e+119j), purple
12, [0, 0, 1, 1], [0, 0, (-0.80902-0.58779j), (-0.30902-0.95106j)], (7.725499999999999e+118+2.3776499999999997e+119j), cyan
12, [0, 0, 1, 1], [0, 0, (-0.30902-0.95106j), (0.30902-0.95106j)], (-7.725499999999999e+118+2.3776499999999997e+119j), magenta
12, [0, 0, 1, 1], [0, 0, (0.30902-0.95106j), (0.80902-0.58779j)], (-2.0225499999999997e+119+1.4694749999999998e+119j), yellow
12, [0, 0, 1, 1], [0, 0, (0.80902-0.58779j), (1+0j)], (-2.4999999999999996e+119-5.530749999999997e+88j), brown
13, [1, 0, 1, 1], [(1+0j), 0, (0.80902+0.58779j), (0.30902+0.95106j)], (-7.725499999999999e+118-2.3776499999999997e+119j), blue
13, [1, 0, 1, 1], [(0.80902+0.58779j), 0, (0.30902+0.95106j), (-0.30902+0.95106j)], (7.725499999999999e+118-2.3776499999999997e+119j), red
13, [1, 0, 1, 1], [(0.30902+0.95106j), 0, (-0.30902+0.95106j), (-0.80902+0.58779j)], (2.0225499999999997e+119-1.4694749999999998e+119j), green
13, [1, 0, 1, 1], [(-0.30902+0.95106j), 0, (-0.80902+0.58779j), (-1+0j)], (2.4999999999999996e+119+5.530749999999997e+88j), orange
13, [1, 0, 1, 1], [(-0.80902+0.58779j), 0, (-1+0j), (-0.80902-0.58779j)], (2.0225499999999997e+119+1.4694749999999998e+119j), black
13, [1, 0, 1, 1], [(-1+0j), 0, (-0.80902-0.58779j), (-0.30902-0.95106j)], (7.725499999999999e+118+2.3776499999999997e+119j), purple
13, [1, 0, 1, 1], [(-0.80902-0.58779j), 0, (-0.30902-0.95106j), (0.30902-0.95106j)], (-7.725499999999999e+118+2.3776499999999997e+119j), cyan
